codigo,nome,lat,lon,altitude,area_drenagem_km2,anos_dados,data_inicio,data_fim,operando,operadora,bacia_nome,sub_bacia_pref,dist_min_km,dist_centroide_km,score_anos,score_falhas,score_proximidade,score
58359000,SANTANÉSIA,-22.5167,-43.8167,353.0,1060.0,35.16,1940-10-01,1975-12-01,False,LIGHT,"ATLÂNTICO,TRECHO LESTE",58,136.60419487365508,160.57223000055998,0.8789999999999999,1.0,0.1277104998121894,0.7650420999624378
58912001,USINA CORONEL DOMICIANO,-21.0,-42.4833,437.0,195.0,35.25,1936-04-01,1971-07-01,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,344.8396331052969,366.8296659908144,0.88125,1.0,0.05481860572485493,0.751588721144971
58177000,FAZENDA MODELO,-22.9756,-45.5047,524.0,465.0,24.08,1954-01-01,1978-02-01,False,SPÁGUAS-SP,"ATLÂNTICO,TRECHO LESTE",58,8.031474980565987,25.09424863846978,0.602,1.0,0.7134836826769141,0.7436967365353828
58820000,FAZENDA MENDES,-22.2777777777778,-42.6638888888889,880.0,137.0,34.08,1944-11-01,1978-12-01,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,256.9225437544202,281.08238891494995,0.852,1.0,0.07222236127419208,0.7404444722548384
58725000,FAZENDA FERRAZ,-21.35,-43.2,,387.0,32.97,1930-08-08,1963-07-28,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,263.6778794151113,284.9825623945686,0.8242499999999999,1.0,0.07050250108057814,0.7262255002161155
58256000,PEDRA SELADA,-22.3383333333333,-44.3972222222222,550.0,47.0,31.37,1947-07-06,1978-11-17,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,98.71178923885755,119.61749098886492,0.78425,1.0,0.16847526373103866,0.7258200527462078
58350001,UEL VIGÁRIO FAZENDA NOVA ESPERANÇA,-22.6625,-43.9567,365.0,626.0,30.91,1986-02-01,2016-12-29,True,LIGHT,"ATLÂNTICO,TRECHO LESTE",58,117.37505164981668,141.5256763348672,0.77275,1.0,0.14558684244197473,0.7154923684883949
58411000,TERESÓPOLIS - MEUDON,-22.4186111111111,-42.9669444444444,870.0,7.6,31.46,1973-11-01,2005-04-19,True,INEA-RJ,"ATLÂNTICO,TRECHO LESTE",58,222.45124757016197,246.63676204907242,0.7865,1.0,0.08249081083491758,0.7097481621669834
58110002,JACAREÍ,-23.3078,-45.975,575.0,5470.0,29.12,1995-09-01,2024-10-15,True,SGB-CPRM,"ATLÂNTICO,TRECHO LESTE",58,67.96751709453531,77.34389082655208,0.728,1.0,0.22735665005193642,0.7094713300103872
58218200,CACHOEIRA PAULISTA,-22.6617,-45.0122,,11500.0,26.67,1955-06-01,1982-02-01,True,FURNAS,"ATLÂNTICO,TRECHO LESTE",58,37.3199867519931,50.65159247821705,0.6667500000000001,1.0,0.34891843374867093,0.7031586867497343
58045000,PONTE DOS MINEIROS,-23.3272222222222,-45.4694444444444,699.0,2430.0,23.92,1951-01-01,1974-12-01,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,19.387062277840844,36.91337474958468,0.5980000000000001,1.0,0.5077809525096773,0.7005561905019354
58071000,BAIRRO ALTO,-23.4666666666667,-45.35,,582.0,24.42,1922-08-01,1947-01-01,False,LIGHT,"ATLÂNTICO,TRECHO LESTE",58,25.69609440597321,47.129853336000664,0.6105,1.0,0.43767416581198415,0.6927848331623969
58385100,UHE SIMPLÍCIO MONTANTE,-22.1164,-43.2003,,21600.0,29.74,1987-10-01,2017-06-29,True,FURNAS,"ATLÂNTICO,TRECHO LESTE",58,213.03683070448884,236.68927438052577,0.7434999999999999,1.0,0.08582334363001082,0.6889146687260022
58915000,MURIAÉ,-21.1292,-42.3667,,1080.0,29.91,1934-01-01,1963-12-01,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,345.2017810365329,367.69453787451897,0.74775,1.0,0.054764245517190675,0.6848278491034382
58918080,UHE DO GLÓRIA - UGL,-20.9172,-42.2508,,3.1,29.92,1983-01-01,2012-12-01,False,VALE,"ATLÂNTICO,TRECHO LESTE",58,369.26803339890085,391.47530191425096,0.748,1.0,0.05137848033749301,0.6842756960674985
58033000,FAZENDA CUME,-23.0056,-44.9144,870.0,94.5,20.91,1958-01-01,1978-12-01,False,SPÁGUAS-SP,"ATLÂNTICO,TRECHO LESTE",58,13.235776086855465,36.98669382812382,0.52275,1.0,0.6017611849271626,0.6817272369854325
58230200,CRUZEIRO,-22.5833,-44.95,506.0,12200.0,25.58,1970-08-01,1996-03-01,False,LIGHT,"ATLÂNTICO,TRECHO LESTE",58,46.88723537405474,61.42988786448106,0.6395,1.0,0.29901071390009804,0.6795521427800196
58207000,PILÕES,-22.6819444444444,-45.2922222222222,610.0,83.0,24.01,1934-02-10,1958-02-13,False,ANA,"ATLÂNTICO,TRECHO LESTE",58,31.291381893653806,40.841207501886515,0.6002500000000001,1.0,0.3899290536072409,0.6781108107214482
58190000,FAZENDA CORUPUTUBA,-22.9166666666667,-45.4166666666667,,17.2,17.58,1954-09-01,1972-04-01,False,SPÁGUAS-SP,"ATLÂNTICO,TRECHO LESTE",58,5.436344075937916,20.805522268788277,0.43949999999999995,1.0,0.7862765160076385,0.6770053032015276
58191000,VILA PONTE NOVA,-22.9166666666667,-45.4,,25.1,17.58,1954-09-01,1972-04-01,False,SPÁGUAS-SP,"ATLÂNTICO,TRECHO LESTE",58,7.134903946483576,19.63453016019848,0.43949999999999995,1.0,0.7370580724901298,0.6671616144980259
